onset	duration	type	choice	rwdval	RT
8553371.882	3	bandit	1	10	1.4668
8553378.867	3	bandit	2	0	0.931
8553385.849	3	bandit	1	0	0.6284
8553392.834	3	bandit	3	10	0.6686
8553400.816	3	bandit	3	0	0.9507
8553407.8	3	bandit	2	0	0.3808
8553414.782	3	bandit	1	0	0.4603
8553422.768	3	bandit	3	0	0.5428
8553430.749	3	bandit	2	0	0.8714
8553437.733	3	bandit	1	10	1.5544
8553444.715	3	bandit	1	0	0.9436
8553453.701	3	bandit	2	0	0.9109
8553460.682	3	bandit	3	0	0.4086
8553468.668	3	bandit	1	0	0.5077
8553475.649	3	bandit	2	0	1.199
8553482.632	3	bandit	3	0	0.4033
8553491.618	3	bandit	1	0	0.395
8553498.598	3	bandit	3	0	1.0119
8553505.582	3	bandit	1	0	1.191
8553512.564	3	bandit	2	0	0.3539
8553519.548	3	bandit	3	10	0.9825
8553526.532	3	bandit	3	10	1.8765
8553533.515	3	bandit	3	10	0.8493
8553541.499	3	bandit	3	10	0.9931
8553548.482	3	bandit	3	0	0.7844
8553555.465	3	bandit	3	0	0.4138
8553562.446	3	bandit	1	10	0.3407
8553572.432	3	bandit	3	0	0.6146
8553579.414	3	bandit	2	0	0.6162
8553587.396	3	bandit	1	10	0.5751
8553600.664	3	bandit	0	0	3.0038
8553607.666	3	bandit	1	0	0.4305
8553616.646	3	bandit	2	10	0.522
8553624.631	3	bandit	3	10	0.5439
8553631.615	3	bandit	3	0	0.7099
8553638.598	3	bandit	3	10	0.9903
8553648.578	3	bandit	3	0	0.8299
8553655.564	3	bandit	1	0	0.5681
8553662.547	3	bandit	2	0	0.5616
8553669.531	3	bandit	1	0	0.3809
8553677.511	3	bandit	3	0	0.7703
8553684.498	3	bandit	3	0	0.5684
8553692.478	3	bandit	2	10	0.6767
8553699.464	3	bandit	2	10	0.5139
8553706.447	3	bandit	2	10	0.528
8553714.432	3	bandit	2	0	0.5341
8553721.414	3	bandit	2	10	0.6012
8553728.397	3	bandit	2	10	0.5549
8553735.381	3	bandit	2	0	0.5217
8553742.364	3	bandit	3	0	0.4338
8553749.347	3	bandit	1	0	0.107
8553756.33	3	bandit	2	10	0.3615
8553763.315	3	bandit	2	0	1.0518
8553770.297	3	bandit	2	0	0.3957
8553777.28	3	bandit	2	10	0.6421
8553786.26	3	bandit	2	10	0.7831
8553795.247	3	bandit	2	10	0.4539
8553803.229	3	bandit	2	0	0.8044
8553810.214	3	bandit	3	0	0.4339
8553819.193	3	bandit	2	10	0.4268
8553835.696	3	bandit	1	0	1.2579
8553844.676	3	bandit	2	10	0.3957
8553851.663	3	bandit	2	0	1.112
8553858.642	3	bandit	3	0	0.5628
8553866.63	3	bandit	2	0	0.3269
