onset	duration	type	choice	rwdval	RT
1008968.805	3	bandit	1	0	0.8962
1008975.788	3	bandit	2	0	0.7134
1008982.772	3	bandit	2	0	1.3694
1008989.755	3	bandit	3	0	0.9852
1008996.738	3	bandit	1	0	1.3029
1009003.725	3	bandit	1	10	0.7692
1009010.708	3	bandit	1	0	1.4508
1009019.688	3	bandit	2	0	0.9904
1009026.671	3	bandit	2	0	0.7613
1009033.654	3	bandit	2	0	1.2346
1009041.637	3	bandit	1	0	0.5128
1009048.621	3	bandit	3	0	0.8483
1009055.609	3	bandit	3	10	0.9726
1009062.587	3	bandit	3	0	1.9431
1009070.57	3	bandit	1	10	1.356
1009077.554	3	bandit	1	10	1.2543
1009084.542	3	bandit	1	10	0.7946
1009092.521	3	bandit	1	10	0.823
1009099.503	3	bandit	1	10	0.8021
1009106.487	3	bandit	1	10	0.6802
1009113.474	3	bandit	1	10	0.5724
1009122.456	3	bandit	1	10	0.5275
1009129.436	3	bandit	1	0	0.7942
1009136.424	3	bandit	1	0	0.7809
1009143.407	3	bandit	1	10	0.9186
1009150.386	3	bandit	1	10	0.6192
1009159.369	3	bandit	1	10	0.5666
1009166.353	3	bandit	1	0	0.9721
1009173.34	3	bandit	1	10	0.8166
1009180.319	3	bandit	1	10	0.681
1009195.502	3	bandit	2	0	1.4958
1009202.485	3	bandit	1	10	0.4449
1009209.469	3	bandit	1	10	0.7147
1009216.452	3	bandit	1	0	0.5045
1009223.435	3	bandit	1	10	0.7961
1009231.418	3	bandit	1	0	0.5256
1009238.402	3	bandit	1	0	0.545
1009246.387	3	bandit	1	0	0.801
1009255.368	3	bandit	1	0	0.6144
1009265.351	3	bandit	2	0	0.7614
1009275.338	3	bandit	1	0	0.5724
1009282.318	3	bandit	3	0	1.2728
1009289.301	3	bandit	3	0	0.9791
1009296.284	3	bandit	2	10	1.0908
1009305.267	3	bandit	2	10	0.6334
1009312.251	3	bandit	2	10	0.836
1009320.234	3	bandit	2	10	0.6806
1009327.217	3	bandit	2	10	0.6806
1009334.2	3	bandit	2	10	0.525
1009341.184	3	bandit	2	0	0.6671
