onset	duration	type	choice	rwdval	RT
2154432.301	3	bandit	1	0	2.1211
2154439.287	3	bandit	2	0	1.6285
2154446.269	3	bandit	3	0	1.5391
2154455.254	3	bandit	1	10	2.4866
2154463.234	3	bandit	2	0	1.2663
2154470.217	3	bandit	3	0	1.0862
2154477.203	3	bandit	2	0	1.6275
2154484.185	3	bandit	1	10	0.8895
2154492.167	3	bandit	1	0	1.1766
2154499.152	3	bandit	3	10	1.0247
2154506.135	3	bandit	3	0	1.2221
2154515.12	3	bandit	1	10	1.2661
2154522.1	3	bandit	1	10	1.1543
2154531.087	3	bandit	1	0	1.2124
2154538.068	3	bandit	1	10	0.7554
2154545.052	3	bandit	1	10	1.7106
2154552.033	3	bandit	1	10	1.4623
2154561.016	3	bandit	1	10	1.2752
2154568.002	3	bandit	1	10	1.7117
2154574.984	3	bandit	1	10	1.3592
2154581.968	3	bandit	1	10	1.1324
2154588.951	3	bandit	1	10	1.01
2154595.935	3	bandit	1	10	1.1828
2154602.918	3	bandit	1	10	1.0164
2154610.899	3	bandit	1	10	0.979
2154617.882	3	bandit	1	10	1.3636
2154624.867	3	bandit	1	10	0.95
2154631.848	3	bandit	1	0	1.2163
2154638.832	3	bandit	1	0	1.0543
2154646.815	3	bandit	2	10	1.0028
2154665.252	3	bandit	1	10	1.2573
2154672.231	3	bandit	2	0	0.8304
2154679.218	3	bandit	3	0	1.2347
2154686.198	3	bandit	1	10	0.7162
2154693.181	3	bandit	2	0	0.7265
2154700.164	3	bandit	3	10	0.6705
2154707.148	3	bandit	1	10	1.0713
2154715.131	3	bandit	3	10	1.2668
2154722.117	3	bandit	1	0	1.5084
2154729.101	3	bandit	3	10	1.5927
2154737.08	3	bandit	3	10	0.8759
2154745.064	3	bandit	3	0	0.8888
2154754.047	3	bandit	3	10	0.7479
2154761.033	3	bandit	3	10	1.1981
2154769.013	3	bandit	3	10	1.1713
2154776	3	bandit	3	0	1.6036
2154782.984	3	bandit	3	10	0.8909
2154791.963	3	bandit	3	0	1.0095
2154798.951	3	bandit	3	10	0.9644
2154805.932	3	bandit	3	10	1.5293
2154813.914	3	bandit	3	10	1.2233
2154821.896	3	bandit	3	10	1.2802
2154828.882	3	bandit	3	0	1.2271
2154836.865	3	bandit	3	0	1.0647
2154844.847	3	bandit	1	0	0.8066
2154853.829	3	bandit	2	0	0.8662
2154860.816	3	bandit	3	10	0.844
2154867.799	3	bandit	3	0	1.3638
2154879.779	3	bandit	3	0	1.0171
2154886.765	3	bandit	3	0	0.7765
2154900.278	3	bandit	1	0	1.5816
2154907.262	3	bandit	2	0	1.6221
2154915.245	3	bandit	3	0	1.1526
2154923.23	3	bandit	1	0	1.0472
2154930.211	3	bandit	2	0	1.1992
2154937.198	3	bandit	3	0	0.7076
2154944.178	3	bandit	1	0	1.3278
2154951.161	3	bandit	2	0	1.1028
2154958.144	3	bandit	3	0	1.0921
2154965.128	3	bandit	1	10	0.9574
2154972.111	3	bandit	2	0	0.9192
2154979.094	3	bandit	3	0	1.1611
2154986.077	3	bandit	1	10	0.9877
2154993.065	3	bandit	1	0	0.7087
2155000.044	3	bandit	1	10	0.7248
2155007.031	3	bandit	1	0	1.1141
2155016.01	3	bandit	1	10	1.7256
2155023.993	3	bandit	1	0	1.1772
2155030.982	3	bandit	1	0	0.491
2155037.96	3	bandit	1	0	0.8184
2155044.943	3	bandit	2	0	0.8068
2155051.926	3	bandit	3	0	0.7778
2155058.91	3	bandit	1	10	0.6585
2155066.897	3	bandit	1	10	1.0719
2155073.876	3	bandit	1	0	0.9507
2155080.864	3	bandit	1	0	0.5817
2155087.847	3	bandit	0	0	3.0017
2155094.859	3	bandit	1	10	0.6171
2155101.843	3	bandit	1	0	0.9576
2155109.828	3	bandit	1	0	0.6486
2155124.913	3	bandit	1	10	1.196
2155131.892	3	bandit	2	0	0.9736
2155138.88	3	bandit	3	10	1.123
2155147.859	3	bandit	1	0	1.0552
2155154.842	3	bandit	2	0	0.9118
2155162.825	3	bandit	3	10	1.0782
2155171.808	3	bandit	1	0	0.896
2155179.795	3	bandit	3	10	0.8225
2155186.775	3	bandit	3	0	0.7708
2155194.758	3	bandit	3	0	1.3946
2155201.741	3	bandit	3	10	0.9961
2155209.729	3	bandit	3	10	1.0779
2155216.708	3	bandit	3	10	1.1237
2155223.691	3	bandit	3	10	1.0405
2155230.674	3	bandit	3	0	1.4186
2155237.657	3	bandit	3	10	0.7913
2155246.641	3	bandit	3	10	0.8158
2155254.627	3	bandit	3	10	1.4381
2155261.607	3	bandit	3	10	1.2461
2155269.595	3	bandit	3	10	1.0098
2155276.574	3	bandit	3	10	0.7918
2155283.557	3	bandit	3	10	0.8462
2155293.545	3	bandit	3	10	0.8226
2155300.523	3	bandit	3	10	1.1451
2155307.507	3	bandit	3	0	0.8166
2155314.49	3	bandit	3	10	1.3345
2155322.477	3	bandit	3	0	0.8893
2155331.46	3	bandit	3	10	1.6966
2155340.443	3	bandit	3	0	0.8977
2155347.423	3	bandit	3	0	0.8213
2155362.023	3	bandit	3	0	1.2725
2155369.006	3	bandit	2	0	0.6341
2155375.989	3	bandit	1	0	0.7231
2155382.972	3	bandit	1	0	0.5002
2155389.956	3	bandit	2	10	0.8819
2155400.939	3	bandit	3	0	1.3346
2155407.922	3	bandit	2	0	1.0249
2155414.905	3	bandit	3	10	0.8465
2155421.889	3	bandit	1	0	0.4829
2155429.888	3	bandit	2	10	0.7093
2155436.872	3	bandit	3	0	1.1195
2155443.855	3	bandit	2	0	0.778
2155450.838	3	bandit	2	10	2.6622
2155457.821	3	bandit	3	0	1.2585
2155464.805	3	bandit	2	0	0.6481
2155471.788	3	bandit	2	10	0.5287
2155478.771	3	bandit	2	0	1.1975
2155485.754	3	bandit	2	0	0.6561
2155493.738	3	bandit	2	10	0.7382
2155500.721	3	bandit	2	10	0.8586
2155507.704	3	bandit	2	10	1.3512
2155514.687	3	bandit	2	10	1.1537
2155521.671	3	bandit	2	10	1.0103
2155528.671	3	bandit	2	0	0.7691
2155536.654	3	bandit	2	10	0.8914
2155544.637	3	bandit	2	10	0.8138
2155551.621	3	bandit	2	0	1.2067
2155558.603	3	bandit	2	0	1.1328
2155565.587	3	bandit	2	0	0.8155
2155573.57	3	bandit	2	0	0.9114
2155588.72	3	bandit	2	10	1.2271
2155599.72	3	bandit	2	0	0.8625
2155608.703	3	bandit	2	0	0.6641
2155615.686	3	bandit	3	10	0.6794
2155623.669	3	bandit	3	0	0.6862
2155634.652	3	bandit	3	0	1.0496
2155641.636	3	bandit	2	0	0.7463
2155648.619	3	bandit	1	10	0.5809
2155657.619	3	bandit	1	0	0.6777
2155665.602	3	bandit	1	0	0.7154
2155672.602	3	bandit	1	0	0.7613
2155679.586	3	bandit	2	0	1.0325
2155687.569	3	bandit	2	0	0.7846
2155695.552	3	bandit	2	0	1.0101
2155703.535	3	bandit	1	10	0.6323
2155710.535	3	bandit	1	0	0.7903
2155717.535	3	bandit	1	0	0.7612
2155728.518	3	bandit	1	0	0.6194
2155735.518	3	bandit	1	0	0.6484
2155743.501	3	bandit	1	0	0.6793
2155751.484	3	bandit	3	10	1.8793
2155758.484	3	bandit	3	10	1.3432
2155765.468	3	bandit	3	10	0.9464
