onset	duration	type	choice	rwdval	RT
3546576.881	3	bandit	1	10	0.6818
3546584.866	3	bandit	1	0	0.8572
3546592.848	3	bandit	2	10	0.5456
3546599.831	3	bandit	2	0	1.146
3546607.814	3	bandit	3	0	0.8261
3546614.798	3	bandit	1	0	0.7432
3546621.781	3	bandit	2	0	0.916
3546629.765	3	bandit	1	10	0.8116
3546638.747	3	bandit	1	0	1.1598
3546646.732	3	bandit	3	0	0.8928
3546653.731	3	bandit	2	10	0.9853
3546660.718	3	bandit	1	0	1.3178
3546667.697	3	bandit	2	10	1.3563
3546677.682	3	bandit	3	0	1.6775
3546684.663	3	bandit	2	10	2.1774
3546691.647	3	bandit	2	10	1.9112
3546698.63	3	bandit	2	10	1.5383
3546705.613	3	bandit	2	10	0.7953
3546712.601	3	bandit	2	10	1.0384
3546719.58	3	bandit	2	10	0.7449
3546727.563	3	bandit	2	10	1.1982
3546734.546	3	bandit	2	10	1.3203
3546742.531	3	bandit	2	0	0.9543
3546749.516	3	bandit	1	0	0.8782
3546756.496	3	bandit	3	0	0.7898
3546763.484	3	bandit	2	10	0.962
3546770.462	3	bandit	2	10	0.9866
3546777.446	3	bandit	2	10	0.6418
3546784.429	3	bandit	2	10	0.8722
3546791.412	3	bandit	2	0	0.9919
3546807.745	3	bandit	2	10	0.787
3546814.728	3	bandit	2	10	0.7327
3546821.712	3	bandit	2	10	0.8107
3546828.695	3	bandit	2	0	0.3096
3546835.678	3	bandit	2	0	1.0243
3546842.666	3	bandit	1	0	0.6435
3546849.645	3	bandit	3	10	0.9561
3546856.628	3	bandit	3	0	1.3433
3546863.611	3	bandit	3	0	0.6515
3546870.594	3	bandit	2	0	0.4302
3546879.58	3	bandit	1	0	0.9934
3546886.561	3	bandit	2	10	0.6743
3546893.544	3	bandit	2	10	0.9463
3546901.529	3	bandit	2	0	0.9382
3546908.527	3	bandit	2	0	0.7099
3546915.511	3	bandit	2	10	0.712
3546923.494	3	bandit	2	0	1.4566
3546931.478	3	bandit	2	0	0.8024
3546938.46	3	bandit	3	0	1.7727
3546945.444	3	bandit	1	0	0.7223
3546952.427	3	bandit	2	0	0.4145
3546961.412	3	bandit	1	0	1.2276
3546968.393	3	bandit	3	0	1.0999
3546978.376	3	bandit	2	0	0.2893
3546986.362	3	bandit	2	10	0.6419
3546993.343	3	bandit	2	0	1.2579
3547000.326	3	bandit	2	10	0.5744
3547007.309	3	bandit	2	10	0.9638
3547014.293	3	bandit	2	10	0.6803
3547021.278	3	bandit	2	10	1.7888
3547036.542	3	bandit	2	10	2.2378
3547043.526	3	bandit	2	0	0.8944
3547051.51	3	bandit	2	10	0.8777
3547058.492	3	bandit	2	0	1.4096
3547065.475	3	bandit	2	10	0.8857
3547072.459	3	bandit	2	10	0.5753
3547079.442	3	bandit	2	10	2.1104
3547086.425	3	bandit	2	10	1.3837
3547093.408	3	bandit	2	10	0.6623
3547100.391	3	bandit	2	0	1.0295
3547109.375	3	bandit	2	10	1.0374
3547116.359	3	bandit	2	0	1.1645
3547123.341	3	bandit	2	0	0.8095
3547130.325	3	bandit	2	0	1.1725
3547137.308	3	bandit	2	0	1.1962
3547144.308	3	bandit	2	10	1.2373
3547151.291	3	bandit	2	10	1.0046
3547159.276	3	bandit	2	0	0.8455
3547166.258	3	bandit	2	0	1.5746
3547174.245	3	bandit	2	10	1.0055
3547181.224	3	bandit	2	10	1.5388
3547188.207	3	bandit	2	10	0.7202
3547195.19	3	bandit	2	0	0.9502
3547202.19	3	bandit	2	10	1.1209
3547209.173	3	bandit	2	0	0.7497
3547217.158	3	bandit	2	10	0.8404
3547225.157	3	bandit	2	10	0.58
3547234.14	3	bandit	2	10	0.7489
3547241.123	3	bandit	2	0	0.8851
3547250.106	3	bandit	2	10	0.955
3547265.323	3	bandit	2	10	0.7093
3547273.306	3	bandit	2	10	0.8027
3547280.306	3	bandit	2	0	0.7358
3547288.289	3	bandit	2	0	0.8551
3547295.274	3	bandit	2	10	0.7727
3547304.272	3	bandit	2	10	0.3772
3547311.255	3	bandit	2	0	0.9075
3547318.239	3	bandit	2	10	0.5969
3547325.239	3	bandit	2	10	0.5232
3547332.222	3	bandit	2	0	1.0148
3547339.222	3	bandit	2	10	0.865
3547346.205	3	bandit	2	10	0.7087
3547353.188	3	bandit	2	0	0.7476
3547360.172	3	bandit	2	0	0.6428
3547367.155	3	bandit	2	10	0.6222
3547374.138	3	bandit	2	0	1.4506
3547381.138	3	bandit	2	0	0.8257
3547390.121	3	bandit	2	0	0.6507
3547398.104	3	bandit	2	0	0.6997
3547406.092	3	bandit	2	10	0.4619
3547413.088	3	bandit	2	0	0.6151
3547422.074	3	bandit	2	0	0.6056
3547429.071	3	bandit	2	0	0.4707
3547436.054	3	bandit	2	10	2.1178
3547443.054	3	bandit	2	0	0.8411
3547451.037	3	bandit	2	10	0.4681
3547458.037	3	bandit	2	0	1.0948
3547466.037	3	bandit	2	0	0.4604
3547473.02	3	bandit	2	10	0.5533
3547480.02	3	bandit	2	0	2.2732
3547494.103	3	bandit	2	0	0.0809
3547502.086	3	bandit	2	0	0.6374
3547510.074	3	bandit	2	0	0.7122
3547517.056	3	bandit	2	10	0.7136
3547525.036	3	bandit	2	10	0.5526
3547532.036	3	bandit	2	0	0.4911
3547540.019	3	bandit	2	10	0.5613
3547547.019	3	bandit	2	10	0.8395
3547554.019	3	bandit	2	0	1.3355
3547561.003	3	bandit	2	10	0.8806
3547572.986	3	bandit	2	0	0.7353
3547581.973	3	bandit	2	10	0.6303
3547589.952	3	bandit	2	10	1.7537
3547596.952	3	bandit	2	0	0.8027
3547603.935	3	bandit	2	10	0.4468
3547610.923	3	bandit	2	10	1.4035
3547617.918	3	bandit	2	0	0.8723
3547624.918	3	bandit	2	0	2.058
3547631.918	3	bandit	2	10	1.2719
3547638.901	3	bandit	2	10	1.5165
3547652.889	3	bandit	2	10	1.4121
3547660.884	3	bandit	2	10	1.257
3547667.884	3	bandit	2	10	1.2728
3547675.868	3	bandit	2	10	2.491
3547684.854	3	bandit	2	10	1.4571
3547692.834	3	bandit	2	10	2.0833
3547700.834	3	bandit	2	10	0.9008
3547707.834	3	bandit	2	0	1.3094
3547715.834	3	bandit	2	0	1.1234
3547725.817	3	bandit	2	0	0.9088
3547741.617	3	bandit	2	0	1.2653
3547748.617	3	bandit	2	0	0.8053
3547755.6	3	bandit	2	0	1.4189
3547763.583	3	bandit	1	0	0.5326
3547771.583	3	bandit	3	0	1.2674
3547778.583	3	bandit	2	0	1.0105
3547785.571	3	bandit	3	0	1.0172
3547792.566	3	bandit	1	10	0.4228
3547799.566	3	bandit	1	10	0.9642
3547806.566	3	bandit	1	10	0.7058
3547814.566	3	bandit	0	0	3.0046
3547821.582	3	bandit	1	0	0.6379
3547828.57	3	bandit	1	10	0.6975
3547837.549	3	bandit	1	0	0.6804
3547844.549	3	bandit	1	10	0.7576
3547851.549	3	bandit	1	0	1.0984
3547858.537	3	bandit	1	10	1.1532
3547868.536	3	bandit	1	10	0.9787
3547876.515	3	bandit	1	10	0.6745
3547884.498	3	bandit	1	0	0.506
3547891.498	3	bandit	1	10	0.8666
3547898.498	3	bandit	1	10	1.0165
3547905.498	3	bandit	1	0	0.8569
3547913.481	3	bandit	1	10	0.5228
3547920.481	3	bandit	1	10	0.4615
3547930.481	3	bandit	1	10	0.3847
3547938.481	3	bandit	1	0	0.8183
3547947.481	3	bandit	1	10	0.4298
3547954.464	3	bandit	1	10	0.673
3547961.464	3	bandit	1	10	0.4926
