onset	duration	type	choice	rwdval	RT
4759442.034	3	bandit	1	0	0.9323
4759449.021	3	bandit	2	10	1.2003
4759457.001	3	bandit	3	0	0.7034
4759465.984	3	bandit	2	0	0.5164
4759472.968	3	bandit	1	10	2.0222
4759481.953	3	bandit	1	10	0.959
4759488.935	3	bandit	1	0	1.4875
4759496.921	3	bandit	2	10	0.4119
4759504.904	3	bandit	2	10	2.1888
4759511.883	3	bandit	2	10	1.3492
4759520.866	3	bandit	2	10	0.9843
4759527.85	3	bandit	2	0	1.236
4759534.834	3	bandit	1	10	0.5791
4759543.816	3	bandit	1	0	1.1462
4759550.802	3	bandit	2	0	0.3954
4759559.784	3	bandit	1	0	0.6945
4759566.77	3	bandit	3	0	0.3296
4759573.753	3	bandit	2	10	1.4568
4759581.735	3	bandit	2	0	2.3099
4759589.716	3	bandit	1	0	0.0903
4759596.702	3	bandit	2	10	1.1259
4759603.684	3	bandit	2	10	0.7499
4759610.669	3	bandit	2	10	0.5221
4759617.653	3	bandit	2	0	0.7573
4759624.634	3	bandit	2	10	1.4826
4759632.619	3	bandit	2	0	1.016
4759639.602	3	bandit	1	0	0.3121
4759647.583	3	bandit	2	10	0.58
4759655.568	3	bandit	2	10	0.5047
4759663.548	3	bandit	2	0	0.5863
4759679.131	3	bandit	2	10	1.4345
4759686.114	3	bandit	2	10	1.2498
4759693.098	3	bandit	2	0	1.0077
4759700.084	3	bandit	2	0	0.4745
4759707.064	3	bandit	1	10	0.2062
4759714.051	3	bandit	1	0	0.7197
4759721.032	3	bandit	2	0	1.3638
4759729.014	3	bandit	3	0	1.1579
4759736.998	3	bandit	2	0	0.4906
4759743.983	3	bandit	1	0	0.8027
4759750.967	3	bandit	2	0	0.3582
4759759.951	3	bandit	1	0	0.4286
4759766.93	3	bandit	3	0	1.5421
4759774.916	3	bandit	2	0	0.3581
4759781.896	3	bandit	1	0	1.9161
4759789.88	3	bandit	3	10	0.4283
4759796.863	3	bandit	3	10	0.6099
4759803.849	3	bandit	3	0	1.1667
4759810.829	3	bandit	3	10	1.878
4759817.813	3	bandit	3	10	1.2109
4759825.796	3	bandit	3	10	1.0409
4759832.779	3	bandit	3	10	0.7128
4759839.764	3	bandit	3	0	0.5879
4759846.746	3	bandit	3	10	0.7413
4759853.729	3	bandit	3	10	1.5762
4759862.712	3	bandit	3	0	0.8181
4759870.695	3	bandit	3	0	0.9214
4759877.683	3	bandit	3	10	0.8672
4759888.662	3	bandit	3	0	1.0515
4759895.645	3	bandit	3	0	0.3981
4759910.011	3	bandit	2	0	1.6414
4759917.996	3	bandit	3	0	0.384
4759927.981	3	bandit	1	0	1.0887
4759934.966	3	bandit	3	10	0.2905
4759941.944	3	bandit	3	0	1.1234
4759949.928	3	bandit	3	10	0.3748
4759956.914	3	bandit	3	10	0.6626
4759963.894	3	bandit	3	10	1.189
4759971.877	3	bandit	3	0	1.3955
4759979.861	3	bandit	3	10	0.436
4759986.844	3	bandit	3	0	0.5895
4759996.827	3	bandit	2	0	0.6281
4760003.81	3	bandit	2	0	1.6489
4760013.795	3	bandit	3	10	0.7265
4760020.777	3	bandit	3	0	1.0892
4760028.76	3	bandit	3	0	1.5404
4760035.743	3	bandit	3	0	1.4313
4760042.726	3	bandit	3	0	1.6648
4760049.71	3	bandit	3	0	1.2257
4760056.693	3	bandit	3	0	1.4951
4760063.676	3	bandit	1	10	0.2758
4760074.662	3	bandit	1	10	1.1249
4760081.643	3	bandit	1	10	1.7813
4760093.629	3	bandit	1	10	1.297
4760100.609	3	bandit	1	10	1.1486
4760108.592	3	bandit	1	0	1.4202
4760117.575	3	bandit	1	10	0.7139
4760124.559	3	bandit	1	0	1.056
4760131.542	3	bandit	1	10	1.2238
4760138.525	3	bandit	1	0	1.3559
4760153.358	3	bandit	1	0	1.9303
4760160.342	3	bandit	1	10	0.7047
4760167.325	3	bandit	1	0	0.882
4760174.308	3	bandit	2	0	0.3276
4760181.291	3	bandit	3	0	0.4663
4760188.275	3	bandit	2	0	2.2675
4760195.258	3	bandit	3	0	0.1458
4760204.241	3	bandit	1	0	0.3835
4760212.224	3	bandit	1	0	1.4727
4760219.212	3	bandit	1	0	0.9368
4760226.207	3	bandit	1	10	1.2332
4760234.193	3	bandit	2	0	1.9673
4760241.174	3	bandit	1	0	0.4654
4760250.157	3	bandit	3	0	0.7025
4760257.157	3	bandit	1	10	0.6366
4760264.14	3	bandit	1	0	1.1115
4760271.123	3	bandit	1	0	1.3305
4760278.107	3	bandit	2	0	0.888
4760285.09	3	bandit	1	0	1.8801
4760296.078	3	bandit	3	0	0.9404
4760305.073	3	bandit	2	10	0.7739
4760313.059	3	bandit	2	10	0.6368
4760320.044	3	bandit	2	0	0.8025
4760328.028	3	bandit	2	10	0.4893
4760336.008	3	bandit	2	10	1.0269
4760342.989	3	bandit	2	10	1.4361
