onset	duration	type	choice	rwdval	RT
2147757.735	3	bandit	2	0	0.8576
2147764.735	3	bandit	1	10	0.7013
2147773.72	3	bandit	1	0	1.3039
2147786.702	3	bandit	1	0	0.9713
2147794.685	3	bandit	3	0	0.6705
2147807.669	3	bandit	3	0	1.3626
2147815.651	3	bandit	2	0	0.7831
2147824.634	3	bandit	1	10	0.8805
2147831.619	3	bandit	1	10	1.0302
2147839.601	3	bandit	1	0	0.8374
2147846.586	3	bandit	1	10	0.7017
2147853.567	3	bandit	1	10	1.2964
2147860.55	3	bandit	1	10	1.256
2147868.534	3	bandit	1	0	0.8203
2147877.519	3	bandit	1	0	0.6566
2147886.5	3	bandit	1	0	0.4844
2147893.483	3	bandit	1	10	1.0094
2147900.469	3	bandit	1	10	0.6639
2147908.45	3	bandit	1	0	0.5883
2147918.437	3	bandit	1	10	0.6626
2147925.416	3	bandit	1	10	0.8678
2147932.4	3	bandit	1	10	0.8514
2147939.386	3	bandit	1	10	0.7253
2147946.368	3	bandit	1	10	0.6862
2147954.349	3	bandit	1	10	0.7236
2147961.334	3	bandit	1	10	0.5968
2147968.316	3	bandit	1	10	0.7296
2147976.299	3	bandit	1	10	0.8302
2147984.282	3	bandit	1	10	0.8742
2147991.268	3	bandit	1	10	0.9555
2148005.249	3	bandit	1	10	1.7588
2148012.234	3	bandit	1	10	0.5942
2148020.215	3	bandit	1	10	0.4815
2148027.201	3	bandit	1	10	0.7747
2148035.182	3	bandit	1	10	0.6464
2148042.167	3	bandit	1	10	0.8053
2148049.151	3	bandit	1	10	1.0621
2148056.134	3	bandit	1	0	0.895
2148063.115	3	bandit	1	10	1.5735
2148073.098	3	bandit	1	0	0.5119
2148080.085	3	bandit	1	10	0.6584
2148088.064	3	bandit	1	0	0.5639
2148095.051	3	bandit	1	0	1.3038
2148102.031	3	bandit	1	10	1.0986
2148109.014	3	bandit	1	0	0.6843
2148116	3	bandit	1	0	1.234
2148122.981	3	bandit	2	0	0.6557
2148131.966	3	bandit	3	0	0.5424
2148138.947	3	bandit	2	0	1.0174
2148146.93	3	bandit	3	10	0.6254
2148153.913	3	bandit	3	10	0.7294
2148160.899	3	bandit	3	10	0.6695
2148167.88	3	bandit	3	10	1.1151
