onset	duration	type	choice	rwdval	RT
10092992.26	3	bandit	1	0	1.4861
10092999.24	3	bandit	2	0	1.6226
10093006.23	3	bandit	3	10	1.7349
10093014.21	3	bandit	3	10	1.7432
10093021.19	3	bandit	3	10	1.4116
10093028.18	3	bandit	3	10	2.0289
10093036.16	3	bandit	3	0	1.3439
10093044.14	3	bandit	1	0	0.6324
10093051.13	3	bandit	2	10	1.037
10093058.11	3	bandit	2	0	1.142
10093067.09	3	bandit	3	10	0.5116
10093074.08	3	bandit	3	10	1.1779
10093081.06	3	bandit	3	10	1.2834
10093088.04	3	bandit	3	10	1.493
10093096.02	3	bandit	3	0	1.0584
10093104.01	3	bandit	3	0	0.8197
10093111.99	3	bandit	3	10	0.4653
10093118.97	3	bandit	3	0	1.4656
10093127.96	3	bandit	2	10	0.7363
10093134.94	3	bandit	2	10	1.5542
10093143.93	3	bandit	2	0	0.7881
10093150.91	3	bandit	1	0	0.4588
10093157.89	3	bandit	2	0	0.4202
10093164.87	3	bandit	3	0	2.5524
10093171.86	3	bandit	3	10	1.7426
10093178.84	3	bandit	3	0	0.5999
10093185.82	3	bandit	3	0	0.4366
10093192.81	3	bandit	2	10	0.5497
10093201.79	3	bandit	2	10	0.8331
10093209.77	3	bandit	2	10	1.5151
10093223.14	3	bandit	1	0	1.7397
10093233.13	3	bandit	2	0	0.7671
10093241.11	3	bandit	3	0	0.9041
10093249.09	3	bandit	2	0	0.6593
10093259.07	3	bandit	3	0	0.6526
10093266.06	3	bandit	1	0	0.5555
10093274.07	3	bandit	1	0	0.6899
10093281.06	3	bandit	2	0	0.6771
10093288.04	3	bandit	3	0	0.5865
10093295.02	3	bandit	3	0	0.7513
10093302.01	3	bandit	2	10	0.4442
10093309.99	3	bandit	2	0	0.5421
10093319.98	3	bandit	2	10	0.5842
10093330.96	3	bandit	2	10	0.7082
10093338.94	3	bandit	2	0	0.8177
10093345.92	3	bandit	2	0	1.0224
10093352.91	3	bandit	2	10	0.8769
10093359.89	3	bandit	2	0	1.1787
10093367.87	3	bandit	3	0	1.2635
10093375.86	3	bandit	2	10	0.8541
10093385.84	3	bandit	2	10	0.4876
10093392.82	3	bandit	2	10	1.4488
10093400.81	3	bandit	2	10	0.6223
10093409.79	3	bandit	2	10	0.5849
10093420.77	3	bandit	2	10	0.6831
10093428.76	3	bandit	2	10	0.7223
10093439.74	3	bandit	2	0	0.8772
10093446.72	3	bandit	2	10	1.6455
10093453.71	3	bandit	2	10	2.0204
10093460.69	3	bandit	2	10	1.0733
10093481.04	3	bandit	2	10	1.329
10093488.02	3	bandit	2	0	1.0048
10093496.01	3	bandit	2	0	0.7883
10093505.99	3	bandit	1	0	0.4959
10093514.97	3	bandit	1	0	0.8356
10093522.96	3	bandit	3	10	0.8325
10093529.94	3	bandit	3	10	0.5548
10093536.92	3	bandit	3	10	0.6012
10093543.9	3	bandit	3	10	1.1188
10093550.89	3	bandit	3	10	0.8401
10093557.87	3	bandit	3	10	0.9247
10093564.85	3	bandit	3	0	0.5113
10093571.84	3	bandit	2	0	0.4207
10093579.82	3	bandit	3	10	0.6403
10093586.8	3	bandit	3	0	0.8639
10093596.79	3	bandit	3	0	0.6602
10093603.77	3	bandit	2	0	0.7126
10093610.75	3	bandit	1	10	1.2445
10093617.74	3	bandit	1	0	0.917
10093626.72	3	bandit	1	10	0.775
10093634.7	3	bandit	1	0	0.8577
10093644.69	3	bandit	1	0	0.7956
10093651.67	3	bandit	1	10	1.8085
10093658.65	3	bandit	1	0	1.3429
10093666.63	3	bandit	1	0	1.1886
10093673.62	3	bandit	2	0	0.6155
10093680.6	3	bandit	3	10	1.0437
10093687.59	3	bandit	3	0	0.9986
10093694.57	3	bandit	1	0	0.9045
10093701.55	3	bandit	1	0	0.475
10093716.07	3	bandit	2	0	2.4813
10093723.05	3	bandit	1	0	0.3451
10093730.03	3	bandit	1	10	0.2868
10093739.02	3	bandit	1	0	0.3825
10093746	3	bandit	3	0	1.0722
10093753.99	3	bandit	3	10	1.0805
10093761.97	3	bandit	3	0	1.4659
10093768.95	3	bandit	2	10	0.4123
10093775.94	3	bandit	2	0	0.8548
10093782.92	3	bandit	2	10	1.2151
10093789.9	3	bandit	2	10	1.1266
10093796.88	3	bandit	2	10	1.2554
10093803.87	3	bandit	2	10	0.6078
10093810.85	3	bandit	2	10	0.6229
10093817.84	3	bandit	2	0	0.8711
10093825.82	3	bandit	2	0	0.5643
10093832.8	3	bandit	2	10	0.7202
10093839.78	3	bandit	2	0	0.8268
10093846.77	3	bandit	1	0	0.4962
10093853.75	3	bandit	1	0	0.908
10093860.74	3	bandit	3	0	2.4549
10093871.71	3	bandit	2	10	0.6764
10093881.7	3	bandit	2	10	1.344
10093889.69	3	bandit	2	10	0.8869
10093898.66	3	bandit	2	0	0.6475
10093905.65	3	bandit	2	0	0.3917
10093914.64	3	bandit	2	10	0.5028
10093921.62	3	bandit	2	10	1.4717
10093932.6	3	bandit	2	10	0.6169
10093939.58	3	bandit	2	0	0.6467
10093955.25	3	bandit	2	10	1.4022
10093962.24	3	bandit	2	0	1.0054
10093969.21	3	bandit	1	0	0.7483
10093976.2	3	bandit	1	10	0.398
10093983.18	3	bandit	3	10	0.437
10093990.17	3	bandit	3	0	1.6152
10093997.15	3	bandit	1	0	1.9362
10094004.13	3	bandit	1	0	0.4053
10094011.11	3	bandit	1	10	0.4973
10094018.1	3	bandit	2	10	0.9067
10094025.08	3	bandit	2	0	0.6076
10094032.07	3	bandit	3	10	0.7887
10094039.05	3	bandit	2	0	1.525
10094048.03	3	bandit	2	0	0.79
10094055.01	3	bandit	2	0	0.4392
10094064	3	bandit	1	10	0.6682
10094070.98	3	bandit	1	0	2.5841
10094077.96	3	bandit	1	10	1.5701
10094085.95	3	bandit	1	0	0.9041
10094092.93	3	bandit	2	10	0.3479
10094099.91	3	bandit	2	0	1.4272
10094106.9	3	bandit	3	0	1.2857
10094114.88	3	bandit	3	0	0.5633
10094121.86	3	bandit	2	0	0.4883
10094128.85	3	bandit	2	0	1.3581
10094138.83	3	bandit	1	10	0.497
10094147.81	3	bandit	1	0	0.4217
10094154.79	3	bandit	1	10	1.1932
10094161.78	3	bandit	1	0	1.696
10094169.76	3	bandit	1	0	0.7234
10094184.04	3	bandit	1	10	2.1291
10094191.03	3	bandit	1	0	0.8543
10094199.01	3	bandit	2	10	1.081
10094205.99	3	bandit	2	0	0.6419
10094212.98	3	bandit	3	10	0.5264
10094222.96	3	bandit	3	10	0.5397
10094231.96	3	bandit	3	0	0.6013
10094238.94	3	bandit	3	0	0.5928
10094245.93	3	bandit	2	0	0.6776
10094252.91	3	bandit	1	0	0.7665
10094260.89	3	bandit	1	0	0.798
10094267.88	3	bandit	2	0	0.4301
10094278.88	3	bandit	3	10	0.7197
10094289.88	3	bandit	3	10	1.2475
10094297.86	3	bandit	3	10	1.2901
10094305.84	3	bandit	3	0	0.9863
10094312.83	3	bandit	3	0	1.3952
10094320.81	3	bandit	3	0	0.7883
10094331.8	3	bandit	2	0	0.459
10094338.78	3	bandit	1	0	0.5104
10094345.76	3	bandit	2	0	0.6392
10094354.76	3	bandit	3	10	0.5445
10094361.74	3	bandit	3	10	0.9751
10094368.73	3	bandit	3	0	0.7599
10094375.71	3	bandit	3	0	1.1557
10094382.69	3	bandit	3	10	0.6606
10094389.68	3	bandit	3	10	1.5014
10094396.66	3	bandit	3	0	1.0907
10094403.64	3	bandit	3	0	2.7041
10094411.64	3	bandit	3	0	0.6761
