onset	duration	type	repeat
10209180.34	0.5	3	0
10209182.14	0.5	3	0
10209183.94	0.5	3	0
10209185.74	0.5	3	1
10209187.54	0.5	3	0
10209189.34	0.5	3	1
10209191.14	0.5	3	0
10209192.94	0.5	3	0
10209194.74	0.5	3	0
10209196.54	0.5	3	0
10209210.34	0.5	1	0
10209212.14	0.5	1	0
10209213.94	0.5	1	0
10209215.74	0.5	1	0
10209217.54	0.5	1	1
10209219.34	0.5	1	0
10209221.14	0.5	1	0
10209222.94	0.5	1	0
10209224.74	0.5	1	0
10209226.55	0.5	1	1
10209240.34	0.5	2	0
10209242.14	0.5	2	0
10209243.94	0.5	2	1
10209245.74	0.5	2	0
10209247.54	0.5	2	0
10209249.34	0.5	2	0
10209251.14	0.5	2	0
10209252.94	0.5	2	0
10209254.74	0.5	2	0
10209256.54	0.5	2	1
10209270.34	0.5	2	0
10209272.14	0.5	2	1
10209273.94	0.5	2	0
10209275.74	0.5	2	0
10209277.54	0.5	2	0
10209279.34	0.5	2	1
10209281.14	0.5	2	0
10209282.94	0.5	2	0
10209284.74	0.5	2	0
10209286.54	0.5	2	0
10209300.34	0.5	3	0
10209302.14	0.5	3	0
10209303.94	0.5	3	0
10209305.74	0.5	3	0
10209307.54	0.5	3	0
10209309.34	0.5	3	0
10209311.14	0.5	3	1
10209312.94	0.5	3	0
10209314.74	0.5	3	0
10209316.54	0.5	3	1
10209330.34	0.5	1	0
10209332.14	0.5	1	1
10209333.94	0.5	1	0
10209335.74	0.5	1	0
10209337.54	0.5	1	0
10209339.34	0.5	1	1
10209341.14	0.5	1	0
10209342.94	0.5	1	0
10209344.74	0.5	1	0
10209346.54	0.5	1	0
10209360.34	0.5	1	0
10209362.14	0.5	1	1
10209363.94	0.5	1	0
10209365.74	0.5	1	0
10209367.54	0.5	1	1
10209369.34	0.5	1	0
10209371.14	0.5	1	0
10209372.94	0.5	1	0
10209374.74	0.5	1	0
10209376.54	0.5	1	0
10209390.34	0.5	3	0
10209392.14	0.5	3	0
10209393.94	0.5	3	0
10209395.74	0.5	3	0
10209397.54	0.5	3	1
10209399.34	0.5	3	0
10209401.14	0.5	3	0
10209402.94	0.5	3	0
10209404.74	0.5	3	1
10209406.54	0.5	3	0
10209420.34	0.5	3	0
10209422.14	0.5	3	1
10209423.94	0.5	3	0
10209425.74	0.5	3	0
10209427.54	0.5	3	0
10209429.34	0.5	3	0
10209431.14	0.5	3	0
10209432.94	0.5	3	0
10209434.74	0.5	3	0
10209436.54	0.5	3	1
10209450.34	0.5	1	0
10209452.14	0.5	1	0
10209453.94	0.5	1	0
10209455.74	0.5	1	0
10209457.54	0.5	1	1
10209459.34	0.5	1	0
10209461.14	0.5	1	0
10209462.94	0.5	1	0
10209464.74	0.5	1	1
10209466.54	0.5	1	0
10209480.34	0.5	3	0
10209482.14	0.5	3	1
10209483.94	0.5	3	0
10209485.74	0.5	3	0
10209487.54	0.5	3	0
10209489.34	0.5	3	0
10209491.14	0.5	3	0
10209492.94	0.5	3	0
10209494.74	0.5	3	0
10209496.54	0.5	3	1
10209510.34	0.5	2	0
10209512.14	0.5	2	1
10209513.94	0.5	2	0
10209515.74	0.5	2	0
10209517.54	0.5	2	0
10209519.34	0.5	2	0
10209521.14	0.5	2	1
10209522.94	0.5	2	0
10209524.74	0.5	2	0
10209526.54	0.5	2	0
10209540.34	0.5	1	0
10209542.14	0.5	1	0
10209543.94	0.5	1	0
10209545.74	0.5	1	0
10209547.54	0.5	1	0
10209549.34	0.5	1	1
10209551.14	0.5	1	0
10209552.94	0.5	1	1
10209554.74	0.5	1	0
10209556.54	0.5	1	0
10209570.34	0.5	2	0
10209572.14	0.5	2	0
10209573.94	0.5	2	0
10209575.74	0.5	2	1
10209577.54	0.5	2	0
10209579.34	0.5	2	1
10209581.14	0.5	2	0
10209582.94	0.5	2	0
10209584.74	0.5	2	0
10209586.54	0.5	2	0
10209600.34	0.5	3	0
10209602.14	0.5	3	0
10209603.94	0.5	3	0
10209605.74	0.5	3	1
10209607.54	0.5	3	0
10209609.34	0.5	3	0
10209611.14	0.5	3	0
10209612.94	0.5	3	0
10209614.74	0.5	3	0
10209616.54	0.5	3	1
10209630.34	0.5	2	0
10209632.14	0.5	2	0
10209633.94	0.5	2	0
10209635.74	0.5	2	0
10209637.54	0.5	2	1
10209639.34	0.5	2	0
10209641.14	0.5	2	1
10209642.94	0.5	2	0
10209644.74	0.5	2	0
10209646.54	0.5	2	0
10209660.34	0.5	1	0
10209662.14	0.5	1	0
10209663.94	0.5	1	0
10209665.74	0.5	1	1
10209667.54	0.5	1	0
10209669.34	0.5	1	0
10209671.14	0.5	1	0
10209672.94	0.5	1	0
10209674.74	0.5	1	1
10209676.54	0.5	1	0
10209690.34	0.5	3	0
10209692.14	0.5	3	0
10209693.94	0.5	3	0
10209695.74	0.5	3	0
10209697.54	0.5	3	1
10209699.34	0.5	3	0
10209701.14	0.5	3	0
10209702.94	0.5	3	1
10209704.74	0.5	3	0
10209706.54	0.5	3	0
10209720.34	0.5	3	0
10209722.14	0.5	3	0
10209723.94	0.5	3	1
10209725.74	0.5	3	0
10209727.54	0.5	3	0
10209729.34	0.5	3	0
10209731.14	0.5	3	1
10209732.94	0.5	3	0
10209734.74	0.5	3	0
10209736.54	0.5	3	0
10209750.34	0.5	1	0
10209752.13	0.5	1	1
10209753.94	0.5	1	0
10209755.74	0.5	1	0
10209757.53	0.5	1	0
10209759.33	0.5	1	1
10209761.13	0.5	1	0
10209762.94	0.5	1	0
10209764.74	0.5	1	0
10209766.53	0.5	1	0
10209780.33	0.5	1	0
10209782.13	0.5	1	0
10209783.93	0.5	1	1
10209785.73	0.5	1	0
10209787.53	0.5	1	0
10209789.33	0.5	1	1
10209791.14	0.5	1	0
10209792.93	0.5	1	0
10209794.73	0.5	1	0
10209796.53	0.5	1	0
10209810.34	0.5	3	0
10209812.13	0.5	3	1
10209813.93	0.5	3	0
10209815.73	0.5	3	0
10209817.53	0.5	3	0
10209819.33	0.5	3	1
10209821.13	0.5	3	0
10209822.93	0.5	3	0
10209824.74	0.5	3	0
10209826.53	0.5	3	0
10209840.33	0.5	2	0
10209842.13	0.5	2	1
10209843.93	0.5	2	0
10209845.74	0.5	2	0
10209847.53	0.5	2	0
10209849.33	0.5	2	0
10209851.13	0.5	2	0
10209852.93	0.5	2	0
10209854.73	0.5	2	1
10209856.53	0.5	2	0
10209870.33	0.5	2	0
10209872.13	0.5	2	0
10209873.93	0.5	2	1
10209875.73	0.5	2	0
10209877.53	0.5	2	0
10209879.33	0.5	2	0
10209881.13	0.5	2	0
10209882.93	0.5	2	1
10209884.73	0.5	2	0
10209886.53	0.5	2	0
10209900.33	0.5	2	0
10209902.13	0.5	2	0
10209903.93	0.5	2	0
10209905.73	0.5	2	0
10209907.53	0.5	2	1
10209909.33	0.5	2	0
10209911.13	0.5	2	1
10209912.93	0.5	2	0
10209914.73	0.5	2	0
10209916.53	0.5	2	0
10209930.33	0.5	1	0
10209932.13	0.5	1	1
10209933.93	0.5	1	0
10209935.73	0.5	1	0
10209937.53	0.5	1	0
10209939.33	0.5	1	0
10209941.13	0.5	1	0
10209942.93	0.5	1	0
10209944.73	0.5	1	0
10209946.53	0.5	1	1
10209960.33	0.5	2	0
10209962.13	0.5	2	0
10209963.93	0.5	2	0
10209965.73	0.5	2	1
10209967.53	0.5	2	0
10209969.33	0.5	2	0
10209971.13	0.5	2	0
10209972.93	0.5	2	1
10209974.73	0.5	2	0
10209976.53	0.5	2	0
10209990.33	0.5	2	0
10209992.13	0.5	2	0
10209993.93	0.5	2	0
10209995.73	0.5	2	0
10209997.53	0.5	2	1
10209999.33	0.5	2	0
10210001.13	0.5	2	0
10210002.93	0.5	2	0
10210004.73	0.5	2	1
10210006.53	0.5	2	0
10210020.33	0.5	1	0
10210022.13	0.5	1	0
10210023.93	0.5	1	0
10210025.73	0.5	1	1
10210027.53	0.5	1	0
10210029.33	0.5	1	0
10210031.13	0.5	1	0
10210032.93	0.5	1	0
10210034.73	0.5	1	0
10210036.53	0.5	1	1
10210050.33	0.5	3	0
10210052.13	0.5	3	0
10210053.93	0.5	3	0
10210055.73	0.5	3	0
10210057.53	0.5	3	0
10210059.33	0.5	3	1
10210061.13	0.5	3	0
10210062.93	0.5	3	0
10210064.73	0.5	3	1
10210066.53	0.5	3	0
